,POSTED_BY,UNDER_CONSTRUCTION,BHK_NO,SQUARE_FT,LONGITUDE,LATITUDE,PRICE
207,0,0,2,1500.0,13.086769,80.191135,150.0
208,0,0,3,1814.285714,20.257483,85.780142,88.9
209,0,0,3,1195.652174,24.69028,78.41889,110.0
210,0,0,3,1395.032324,26.900926,75.775927,41.0
211,1,0,2,850.1594049,19.696531,72.767746,24.0
212,0,0,2,909.4339623,12.957707,80.18367099999999,48.2
213,1,1,2,910.0937672,25.248438,83.014116,33.0
214,0,0,3,1850.070303,12.96991,77.59796,250.0
215,0,0,3,2069.857697,28.546788,77.37849399999999,160.0
216,0,0,2,820.0082001000001,19.18,72.96333,140.0
217,0,0,2,1241.8075199999998,23.182972,72.611485,36.0
218,0,0,3,1014.120668,18.5438,73.9438,79.0
219,0,0,4,2302.158273,30.697795000000003,76.714722,160.0
220,0,0,2,900.0782677000001,24.69028,78.41889,69.0
221,2,1,2,898.5074627,26.154874,91.670312,30.1
222,0,0,3,2235.294118,26.91667,75.86667,190.0
223,0,0,3,1350.0,28.5679,77.3679,81.0
224,0,0,2,1100.110011,18.485487,73.80377299999999,70.0
225,0,0,1,612.1199755,12.8356,80.1682,30.0
226,1,0,2,1100.352113,20.892133,77.741664,25.0
228,0,0,3,1475.2567689999998,28.506454,77.40956800000001,79.0
229,0,0,4,2780.191138,28.558047,77.392752,160.0
231,1,0,2,1000.0,17.7,83.25,50.0
232,0,0,2,1532.720245,19.1615,72.8731,230.0
233,0,1,2,995.8314034,22.311323,73.121275,21.5
234,0,0,3,1646.706587,28.406794,76.936447,110.0
235,0,0,4,2350.965575,30.664299,76.817624,56.0
236,1,0,3,534.061239,28.34532,77.299035,45.0
237,0,1,2,1100.0,19.218498,72.992114,110.0
238,0,0,3,1968.888889,26.16667,91.76667,88.6
239,0,0,3,2196.354052,28.536585,77.383669,100.0
240,0,0,4,2400.0,22.281215,70.789479,300.0
241,0,0,2,1650.252861,18.49667,73.94167,62.0
242,0,1,2,632.0572844999999,19.402549,72.85441800000001,45.9
243,1,0,2,1034.965035,26.882832,81.033767,37.0
244,0,0,2,965.0439631,18.96,72.82,90.0
245,2,1,2,600.5495224,24.69028,78.41889,45.9
246,0,0,2,984.8484848,19.255098,72.9815265,130.0
248,0,0,1,546.0145603999999,19.18,72.96333,58.5
250,0,1,3,1677.4685470000002,18.914541,72.818211,220.0
251,0,0,3,1699.716714,28.629811,77.434197,48.0
252,0,0,2,1075.027996,28.602325,77.40199399999999,48.0
253,0,1,1,485.790072,19.222101,72.988231,64.1
254,1,0,2,929.8998569,12.919423,77.522774,52.0
257,0,0,2,1020.181859,13.055985,77.622157,46.0
258,1,0,2,1070.135002,28.6423,77.3445,65.0
259,1,0,2,2400.384061,13.603543,79.460402,50.0
260,1,0,3,1767.388826,17.546483,78.480303,77.5
261,2,1,1,524.0,18.6182,73.7447,26.2
262,0,1,2,923.7875289,28.359199,76.836683,120.0
263,0,0,3,1657.275439,12.9223,77.5532,100.0
264,0,0,2,680.0,19.1759,72.9522,170.0
265,1,0,2,1100.478469,22.3301,73.1611,23.0
266,0,0,3,1701.6949149999998,21.152442,81.090184,50.2
268,0,0,3,2727.8562260000003,22.54111,88.33778000000001,85.0
269,1,0,2,1000.0,18.116670000000003,83.41667,30.0
270,0,0,3,1790.1897600000002,28.388225,76.946376,100.0
271,1,0,2,1100.352113,22.598675,88.438512,25.0
272,0,0,2,1232.162459,28.381971000000004,77.347688,44.9
273,0,0,1,497.988891,26.137220000000003,91.62778,26.0
274,1,0,3,1726.017442,12.995285,77.766797,95.0
275,0,1,3,1320.052802,18.5438,73.9438,110.0
276,1,0,2,990.0990099,21.250076,81.660749,25.0
277,0,0,1,675.0441375,24.69028,78.41889,65.0
278,1,0,2,674.0361283,10.5339,76.2085,25.0
279,0,0,1,775.1114886,28.543278000000004,77.358896,36.5
280,0,0,2,718.1042049,19.12,72.91,180.0
282,1,0,2,945.1795841,24.586021,80.78740400000001,30.0
283,0,0,2,1089.028042,20.07911,73.911636,160.0
284,0,0,2,942.1518749,12.96991,77.59796,50.0
285,0,0,2,1370.0,19.980678,79.297436,82.2
286,1,0,2,1265.111049,9.90708,78.102316,90.0
287,0,0,3,1394.31121,24.69028,78.41889,100.0
288,0,1,2,800.0,12.80009,77.71181999999999,27.0
289,0,1,3,1505.144771,30.662283,76.822397,62.9
290,1,0,3,1067.270375,25.232239,71.392013,33.0
291,1,0,3,1400.059577,12.913771,77.768321,94.0
292,0,0,1,728.9473684,26.807408,75.83865899999999,27.7
293,0,0,3,1293.103448,26.900926,75.775927,37.5
295,0,0,3,2939.624633,28.403138,77.070052,390.0
296,0,0,2,1431.068385,30.661104,76.746082,65.5
297,1,0,3,1350.063532,12.96991,77.59796,85.0
298,1,0,1,750.1630789,21.189685,72.841062,23.0
299,0,0,3,1170.074459,24.69028,78.41889,99.0
300,1,0,2,1121.076233,24.69028,78.41889,45.0
301,0,0,4,1904.761905,30.714837,76.751896,100.0
303,0,0,2,950.0285009,19.1758,72.8643,150.0
304,1,0,2,969.9321048,12.852041,77.616315,40.0
305,0,0,1,636.0078278,19.038205,73.06612,52.0
307,1,0,1,700.0259269,18.5823,73.983,27.0
308,0,0,3,1859.637775,19.218498,72.992114,230.0
309,1,0,3,1700.1866059999998,31.097061,77.15489699999999,82.0
310,0,0,3,1847.187238,28.397468,76.945489,110.0
311,0,0,1,509.5541401,18.966114,73.148278,40.0
312,0,0,3,1427.424391,22.56972,88.36972,160.0
314,1,0,3,1393.214227,19.062322,72.88075400000001,85.0
315,1,0,2,900.3215434,30.768683000000003,76.650876,22.4
316,0,0,2,1000.0,19.18,72.96333,120.0
317,1,0,2,800.0,26.209302,78.194369,35.0
318,0,1,1,445.0304928000001,20.084522,72.900306,54.0
319,1,0,2,1125.175809,12.96991,77.59796,56.0
320,0,0,2,1015.113918,19.283359,72.864964,90.0
321,1,0,2,1200.4175369999998,23.185756,77.498465,23.0
322,0,0,1,1060.147122,13.23,77.7,49.0
323,1,0,3,1654.8463359999998,9.930471,76.271273,70.0
324,0,0,3,1175.121811,22.54111,88.33778000000001,41.0
326,0,0,3,1877.435352,22.340396,73.19706,53.0
327,0,1,2,1150.121065,50.817397,4.42145,38.0
328,1,0,2,910.0529101,22.281878,70.752639,43.0
329,2,1,2,1080.0,13.010349,77.712151,32.4
330,0,0,3,1902.843071,12.96991,77.59796,170.0
332,0,1,2,1051.223242,19.18,72.96333,110.0
333,0,0,2,945.0617925,24.69028,78.41889,91.0
334,1,1,2,570.0958797999999,23.259859,77.427777,22.0
335,0,0,2,1050.070432,19.049989,73.077321,82.0
336,0,0,2,1785.060417,19.1145,72.8712,390.0
337,1,0,2,800.0,22.403867,88.47000600000001,35.0
338,1,0,2,750.0551511,12.919987,77.489265,34.0
339,0,0,2,1129.908619,28.409274,77.322293,91.5
340,2,1,4,2857.142857,22.1764,75.8193,120.0
341,0,0,2,896.6801117000001,30.662283,76.822397,28.9
342,1,0,2,900.116144,16.198332,77.34239000000001,31.0
343,1,0,3,1870.32419,28.874383,77.113251,75.0
344,1,0,2,1288.102262,13.0306,77.6485,78.6
345,0,1,4,2461.538462,26.91868,75.750399,160.0
346,0,0,2,1066.408143,22.288976,73.128222,22.0
348,0,1,2,816.8491699,19.0167,72.8167,370.0
349,0,0,2,1261.625556,28.874383,77.113251,31.2
350,1,0,2,1160.092807,13.0583,77.5732,45.0
351,0,1,2,828.7063893,12.91668,77.59196,100.0
352,1,0,3,2015.021066,13.010349,77.712151,110.0
353,0,0,3,2765.784114,26.928785,75.828002,67.9
354,0,0,2,790.0334245,12.863492,77.74143000000001,26.0
355,2,0,3,1358.024691,13.09,80.27,110.0
356,1,0,1,850.1594049,21.800275,72.60499300000001,24.0
357,0,0,2,1115.075825,18.973908,73.02510600000001,100.0
358,0,0,1,406.3088686,20.742166,80.104602,110.0
359,0,0,2,1080.080235,22.519728,88.38573000000001,70.0
362,0,0,3,1150.0069,19.05871,72.89969,250.0
363,1,0,3,2489.4067800000003,12.980033,77.69932800000001,94.0
364,0,1,3,1894.179894,25.3945,81.8615,53.7
366,0,0,2,1269.146608,22.727017,75.93404100000001,40.6
368,2,0,2,835.2668213,29.9055,75.2547,25.2
369,1,0,2,1185.146168,22.54111,88.33778000000001,90.0
370,0,0,3,1289.872756,13.23,77.7,74.0
371,0,0,3,2100.0,11.931023,79.828222,210.0
374,2,0,2,845.007783,12.9974,80.0966,38.0
375,0,0,1,850.0,21.0,77.0,27.2
376,0,1,2,923.0100988,24.69028,78.41889,85.0
377,1,0,3,1490.312966,16.531879,80.670951,60.0
378,1,0,3,1480.019734,26.222384,85.86210799999999,60.0
379,1,0,3,1510.159253,12.8706,77.6279,110.0
380,0,1,1,453.0166793000001,24.69028,78.41889,66.0
381,0,0,2,999.6079969,22.12947,73.41756,25.5
382,1,0,2,1000.0,21.105779,79.078497,30.0
383,1,0,3,1350.135014,12.840956,77.659441,60.0
384,0,0,3,1231.578947,12.88784,77.654131,46.8
385,0,1,2,829.8850575,13.034709,80.105584,36.1
386,0,0,2,1069.7827519999998,28.629811,77.434197,32.5
387,0,0,1,610.0273241,19.147866,72.932609,96.0
388,0,0,4,2030.205496,30.698017,76.679016,82.0
389,0,0,2,978.7377658,28.368269,77.37273,29.0
390,0,1,3,1503.225806,26.91868,75.750399,46.6
391,0,1,2,804.8649615,12.808137,77.58308000000001,45.0
392,1,0,3,1400.0518539999998,20.277511,85.810411,54.0
393,0,0,2,1251.091068,21.235342000000003,72.917751,43.0
394,0,0,3,1850.424056,28.2102,76.8606,48.0
395,1,0,2,711.0877008,12.732961,77.707059,27.0
396,1,0,1,540.0540053999999,28.689982,77.339807,24.0
398,0,0,2,1166.039111,12.96991,77.59796,96.0
399,0,0,2,943.057302,19.12,72.91,210.0
400,0,0,3,1700.071582,22.221142,88.281267,190.0
401,0,0,4,2175.202689,26.900926,75.775927,110.0
402,1,1,3,2181.818182,12.9259,77.6229,240.0
403,1,0,3,1700.071582,27.56667,80.68333,95.0
404,1,0,2,1080.246914,26.157856,91.827348,35.0
405,1,0,3,1276.127613,13.04034,77.591347,58.0
406,0,0,3,2735.016019,12.96991,77.59796,350.0
407,0,0,2,988.0395216,19.12,72.91,190.0
408,0,0,3,935.0788138,22.5,88.35,35.0
409,0,0,1,550.0207555,19.050992,73.01794699999999,53.0
410,0,1,2,1094.8905109999998,30.684523,76.691728,51.0
412,0,0,2,1150.01465,27.16726,75.70950500000001,78.5
413,1,0,2,936.1348034,10.999392,76.997254,45.0
414,0,0,2,1150.030066,18.5993,73.7625,76.5
416,1,1,2,1173.020528,10.036626,77.48248199999999,84.0
417,0,0,4,2541.699762,12.925027,80.235348,160.0
418,0,0,2,950.1648245,28.535783,77.400502,49.0
419,1,0,2,1045.12276,12.985206,77.663799,63.0
420,0,0,3,1969.667126,18.5853,73.7413,100.0
421,0,0,2,930.0661778,20.042481,74.473635,52.0
422,0,0,2,1071.080818,19.2167,73.0833,55.0
423,0,1,3,1400.208986,30.651192,76.755011,67.0
424,0,0,2,1176.470588,30.387136,75.865105,200.0
425,0,0,4,1925.925926,30.692243,76.750614,130.0
426,1,0,2,1053.001053,23.19635,72.633149,30.0
427,1,0,2,1051.1562720000002,12.96991,77.59796,45.0
428,0,1,2,988.5365491,18.510418,73.781944,66.4
429,0,0,2,1300.034211,11.0,76.96667,38.0
430,0,1,2,850.0028332999999,24.69028,78.41889,150.0
431,1,0,2,948.6166008,28.66667,77.41667,31.2
432,1,0,3,1760.1987989999998,9.930471,76.271273,85.0
433,1,0,2,850.1259446,28.21,76.87,27.0
434,0,0,1,654.9646319,19.049989,73.077321,50.0
435,0,0,2,1050.019091,19.256471,72.868815,110.0
436,1,0,3,1267.05653,31.325966,75.57364100000001,65.0
437,0,0,3,1150.086256,26.809242,75.741434,40.0
438,0,1,3,844.8442017000001,28.406388,77.342588,26.3
439,0,0,2,1075.268817,28.583704,77.360401,100.0
440,0,0,2,1016.191315,19.05871,72.89969,150.0
441,0,1,3,900.3760394,19.1615,72.8731,170.0
442,0,0,3,2058.1113800000003,28.546788,77.37849399999999,170.0
444,0,0,2,950.1187648,10.526103,76.19383,36.0
445,1,0,3,2015.983872,12.9847,77.5491,280.0
448,0,0,2,1303.707063,19.1145,72.8712,230.0
449,0,0,2,936.0223873,24.69028,78.41889,97.0
450,0,0,2,1100.3757380000002,26.832353,75.841749,20.5
451,0,0,2,704.0070843,13.04724,80.11142099999999,31.8
452,0,0,3,2000.0,9.935413,76.298608,130.0
453,0,1,3,1678.6570739999995,28.595305,77.347365,63.0
454,0,0,1,411.1662322,18.966114,73.148278,48.9
455,1,0,2,950.0285009,28.576117,77.382136,50.0
458,0,0,3,1823.154057,18.52361,73.84778,160.0
459,1,0,3,2250.692521,30.594843,76.84983000000001,65.0
460,1,0,3,1399.941055,18.531343,73.87771500000001,190.0
461,1,0,3,1635.055592,12.96991,77.59796,100.0
462,0,0,3,1896.878772,28.362327,76.979049,110.0
463,0,0,3,1600.0,19.147866,72.932609,250.0
464,0,0,3,1447.054818,22.53028,88.33417,85.0
465,1,0,3,1640.112465,12.846186,77.693554,70.0
466,0,1,2,1110.053917,24.69028,78.41889,70.0
468,0,0,3,2708.070049,12.8682,77.5321,300.0
470,0,0,3,1512.401694,20.029201,73.787918,100.0
471,0,0,2,912.0620202,19.216097,72.821721,120.0
472,0,0,2,795.097423,21.19233,79.062102,25.3
473,2,1,1,443.5607219,18.440853,73.90536,29.0
474,0,0,3,1350.121359,12.96991,77.59796,44.5
477,1,0,3,1897.278651,12.96991,77.59796,99.0
478,0,0,1,705.0092764,19.049989,73.077321,57.0
479,0,1,3,1510.989011,12.86,77.786,110.0
480,0,0,2,643.8113632999999,19.18,72.96333,120.0
481,1,1,2,1100.208147,20.100361,79.103607,37.0
482,0,0,1,650.0691562999999,19.148338,72.995687,47.0
484,0,1,2,999.6895374,19.2167,73.0833,64.4
485,0,1,1,628.9308176,13.11389,77.59833,37.0
486,1,0,3,1050.2283109999998,23.507414,87.395907,23.0
487,0,0,2,1225.186104,18.52361,73.84778,79.0
488,0,0,3,1473.005999,22.54111,88.33778000000001,66.3
489,1,0,2,1250.0,20.167837,72.77484,24.0
490,1,0,3,1614.797416,12.890308,74.833347,55.0
491,1,0,1,533.0243337,13.09,80.27,23.0
493,0,0,2,772.4137931,23.554673,87.274204,22.4
494,1,0,2,900.116144,21.15389,79.08306,31.0
495,0,0,1,674.9662517,19.2836,72.8675,45.0
496,0,0,3,1773.0496449999998,28.9196,76.8972,120.0
497,1,0,3,1200.0,26.91667,75.86667,45.0
498,0,0,3,2015.503876,26.781748,81.006714,78.0
499,1,0,2,1075.05864,28.577673,77.389781,55.0
500,0,1,3,1190.322581,26.736714000000003,88.44771300000001,36.9
501,0,0,3,1220.886551,22.403867,88.47000600000001,65.0
502,0,0,2,1199.944189,30.689021,76.860403,86.0
503,0,0,3,1700.1545600000002,28.582887,77.339935,110.0
504,1,0,2,875.1608752000001,17.683329999999998,75.91667,34.0
505,0,0,3,1518.151815,12.896796,77.5724,92.0
506,0,0,1,739.9817851,18.558319,73.77588,65.0
507,0,1,1,389.5585889,19.161955,72.839616,87.9
508,1,0,2,1350.154936,9.930471,76.271273,61.0
509,0,1,3,1679.966401,28.429614,77.481711,120.0
511,0,0,2,1044.045677,19.1759,72.9522,160.0
512,0,1,3,1350.024546,21.178534,79.64665600000001,55.0
513,0,0,3,1954.686806,28.9196,76.8972,88.0
514,0,0,2,1500.0,22.328394,73.176639,48.0
515,0,0,2,1192.307692,26.265915000000003,73.004593,62.0
516,1,0,3,1000.0,23.280294,77.36573100000001,40.0
517,0,0,3,1556.247221,22.288976,73.128222,35.0
518,0,1,2,514.9738552,24.69028,78.41889,130.0
519,0,0,2,1072.194425,28.698133,77.335746,30.0
520,0,0,3,1626.898048,24.69028,78.41889,180.0
522,0,0,3,1336.184773,13.114624,80.188519,78.1
523,1,0,1,535.0028458,18.47954,73.875229,47.0
524,0,0,2,882.0536017000001,19.256471,72.868815,78.0
525,0,0,2,650.0397984,18.651598,73.735448,49.0
526,0,1,3,1370.07874,12.86,77.786,87.0
527,0,0,3,1930.235765,12.905368,77.580403,140.0
528,0,1,2,730.8254481,19.05871,72.89969,190.0
529,0,1,3,1000.0,19.218498,72.992114,94.0
531,0,0,3,2258.512856,18.49667,73.94167,130.0
532,0,0,3,2026.929202,28.41667,77.3,140.0
533,0,1,1,414.7619048,24.6902,78.416,87.1
534,1,0,3,1495.35923,28.990399,77.059442,43.5
536,0,0,3,1821.125051,22.5922,88.484911,90.0
537,0,0,2,940.8075265,28.574502000000003,77.328608,120.0
538,1,0,2,1250.0,28.9196,76.8972,52.0
539,1,1,2,1209.816799,16.498435999999998,80.653706,35.0
540,0,0,1,550.017188,18.129209,76.758924,32.0
541,0,0,2,1150.0,22.3,73.2,23.0
542,0,0,2,1225.201072,12.9816,77.6729,45.7
543,0,1,1,408.997955,18.96667,72.83333,70.0
545,0,1,1,498.8873735,24.69028,78.41889,69.5
547,0,0,2,1110.045224,24.69028,78.41889,81.0
548,1,0,1,950.3239741,21.12904,72.858164,22.0
549,1,0,2,1349.325337,30.65,76.82,45.0
